V0	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	target
1.603	1.31	1.784	1.29	1.226	-0.902	0.517	0.396	1.833	-1.252	0.683	-1.188	0.801	0.985	0.9	0.661	1.427	0.43	0.069	-0.13	0.574	0.169	0.872	0.309	-0.615	-0.286	-0.248	0.707	0.732	1.003	0.249	1.344	-0.384	-1.172	-1.434	0.364	0.742	-1.211	1.725
1.84	1.566	1.265	1.292	1.391	-0.165	0.484	0.428	1.902	-1.252	0.475	0.161	1.085	1.144	0.654	1.307	1.491	0.43	0.125	-0.684	0.603	-0.016	0.872	0.276	-1.316	-0.231	0.05	0.829	0.732	1.354	0.073	1.379	0.023	0.844	0.366	0.364	0.545	-0.378	1.889
1.507	1.447	1.312	1.263	1.453	-0.432	0.418	0.463	1.762	-1.252	0.626	-0.254	1.325	0.776	0.491	1.307	1.441	0.43	0.077	-0.527	0.375	0.292	0.954	0.3	-1.317	-0.314	-0.115	0.811	0.732	1.861	-0.154	1.676	-0.225	-1.072	-1.302	0.364	0.737	-0.487	1.621
1.756	1.676	0.929	1.264	1.786	-0.411	0.296	0.463	1.959	-1.252	0.69	-0.195	1.191	0.633	0.213	1.936	1.392	0.43	0.992	-0.668	0.316	0.237	1.068	0.329	-1.317	-0.423	-0.226	0.794	0.997	2.33	0.145	1.88	-0.584	0.629	0.038	0.364	0.807	0.023	1.573
0.808	0.585	0.556	1.231	1.156	-0.576	0.148	0.421	1.2	-1.252	0.898	-0.862	0.971	1.307	0.497	2.326	1.056	0.43	1.406	-0.343	-0.46	-0.221	0.51	0.301	-1.317	-0.584	0.006	0.461	1.282	2.667	-0.12	1.654	-0.403	-1.593	-2.141	-0.507	0.767	0.648	0.74
1.657	1.445	1.111	1.159	1.534	-0.36	0.102	0.395	1.852	-1.252	0.253	-0.199	1.559	1.096	0.9	2.456	1.013	0.43	-0.969	0.04	-0.101	-0.078	0.51	0.072	-1.317	-0.599	-0.454	0.724	1.281	2.714	0.403	1.516	-0.32	-1.473	-2.258	-0.507	-0.04	-0.473	1.722
1.927	1.582	1.009	1.149	1.629	-0.452	0.119	0.36	1.761	-1.252	0.447	-0.49	1.46	1.34	1.0	2.496	1.013	0.43	-0.847	0.064	-0.101	-0.269	0.51	-0.246	-1.316	-0.534	-0.784	0.845	1.28	2.714	0.929	1.666	-0.718	-1.33	-0.571	-0.408	0.332	-0.176	1.946
1.618	1.615	1.066	1.139	1.481	-0.344	0.146	0.353	1.652	-1.252	0.693	-0.22	1.685	0.972	1.089	2.388	1.212	0.43	-0.846	0.24	-0.189	0.039	0.51	-0.221	-1.314	-0.651	-1.196	0.724	1.283	2.417	1.036	1.699	-0.289	-0.327	-1.415	-0.393	0.738	-0.247	1.86
1.041	1.17	0.565	1.085	1.218	-0.15	0.053	0.353	1.09	-1.252	0.868	0.14	1.336	0.553	1.053	2.311	1.146	0.43	-0.85	0.314	-0.719	0.275	0.51	-0.254	-1.312	-0.701	-1.538	0.455	1.283	2.354	1.062	1.666	-0.234	-1.187	-1.415	-0.349	0.881	0.756	1.224
0.658	0.763	0.178	0.983	0.872	-0.041	-0.151	0.296	0.477	-1.252	0.18	0.392	1.221	0.117	0.925	2.376	1.146	0.43	-0.837	0.759	-0.691	0.524	0.872	-0.211	-1.317	-0.811	-1.856	0.345	1.285	2.354	1.193	1.091	0.78	-1.187	-1.415	-0.349	0.406	1.055	0.365
1.025	0.694	0.356	0.744	0.727	-0.335	-0.314	0.224	0.566	-1.252	-0.712	0.005	1.559	-0.179	1.013	2.376	0.371	-0.366	-0.257	0.451	-0.495	0.754	0.872	-0.205	-1.317	-0.867	-1.921	0.58	0.424	2.526	1.289	0.791	0.825	-1.187	-1.415	-0.349	-0.378	0.13	0.547
0.782	0.523	0.027	0.738	0.928	-0.149	-0.458	0.123	0.503	-1.252	0.129	0.079	1.046	0.854	1.134	2.452	0.33	-0.366	0.521	0.128	-0.596	-0.061	0.51	-0.241	-1.317	-0.918	-1.377	0.351	0.425	2.492	0.378	0.591	0.978	-0.709	-0.698	-0.349	-0.083	0.874	0.537
1.07	1.066	0.562	0.738	1.121	-0.482	-0.507	-0.039	1.004	-1.252	-0.473	-0.7	1.199	1.698	1.05	2.375	0.176	-0.366	0.527	0.215	-0.308	-0.565	0.51	-0.261	-1.319	-0.861	-1.08	0.595	-0.239	2.446	0.3	0.706	-0.323	-0.785	-1.021	-0.349	-0.588	-0.182	0.971
1.148	0.881	0.464	0.768	0.97	-0.159	-0.442	-0.039	1.037	-1.252	0.801	0.203	1.073	0.309	1.095	2.32	0.516	-0.189	0.529	0.383	-0.346	0.438	0.51	-0.253	-1.318	-0.803	-1.288	0.505	-0.46	2.155	-0.108	1.079	0.199	0.534	0.273	-0.349	0.228	0.377	1.067
1.53	1.159	0.451	0.775	1.549	-0.321	-0.466	-0.057	1.146	-1.252	-0.011	-0.105	1.022	1.361	1.021	2.014	0.46	0.165	-0.378	-0.007	-0.275	-0.217	0.51	-0.251	-1.319	-0.879	-0.74	0.687	-0.457	2.155	-0.314	0.968	-0.411	-2.573	-0.829	-0.349	-0.027	-0.008	1.306
1.323	1.334	0.517	0.775	1.535	-0.01	-0.406	-0.057	1.539	-1.252	0.828	0.438	1.198	0.43	1.065	2.014	0.687	0.165	0.533	-0.027	-0.182	0.369	0.51	-0.252	-1.318	-0.817	-0.993	0.547	-0.45	2.073	0.316	1.51	-0.714	-1.545	-0.29	-0.349	0.825	0.432	1.055
0.902	1.085	0.263	0.775	0.934	-0.358	-0.442	-0.056	0.667	-1.252	0.238	-0.312	1.435	1.111	1.094	1.948	0.687	0.165	0.532	-0.336	-0.048	-0.24	0.51	0.132	-1.319	-0.714	-0.717	0.393	-0.459	2.024	-0.126	1.291	-0.905	-0.04	-0.29	-0.349	0.287	0.521	0.593
0.07	-0.303	-0.091	0.809	0.284	-0.212	-0.505	-0.07	0.07	-1.252	0.314	0.159	0.343	0.216	1.125	1.763	0.348	0.165	-1.287	-0.239	-0.413	0.452	0.353	0.465	-1.317	-0.594	-0.844	0.095	-0.458	1.957	0.168	0.672	-0.497	-2.047	-4.789	2.215	0.213	1.37	-0.556
-0.297	-0.376	-0.378	0.748	0.06	-0.131	-0.649	-0.07	-0.454	-1.252	-0.672	0.318	0.384	0.455	1.15	1.63	0.296	0.165	0.068	-0.354	-0.683	0.371	0.133	0.305	-1.316	-0.693	-0.556	0.039	-0.46	1.551	1.261	0.168	-0.505	-0.04	-2.821	1.671	-0.358	1.344	-0.243
0.65	0.638	-0.028	0.688	0.755	-0.149	-0.773	-0.216	0.2	-1.252	-0.251	0.013	0.485	1.093	1.182	1.229	-0.298	0.165	0.063	-0.837	-0.497	-0.041	0.314	0.271	-1.315	-0.919	-0.243	0.375	-0.454	1.551	0.154	-0.01	-0.753	-0.04	-1.344	0.364	-0.377	0.414	0.467
1.373	1.455	0.718	0.753	1.073	-0.16	-0.734	-0.254	1.186	-1.252	-0.345	0.288	0.631	0.923	1.183	1.229	-0.125	0.165	0.071	-0.413	-0.211	0.051	0.314	0.328	-1.314	-0.978	-0.312	0.696	-0.458	1.23	-0.082	0.191	-0.747	-0.04	-0.852	0.364	-0.532	-0.688	1.35
0.802	1.137	0.395	0.735	1.069	-0.127	-0.694	-0.308	0.803	-1.252	0.68	0.18	0.914	1.021	1.154	1.102	0.32	0.165	0.083	-0.893	-0.488	0.036	0.314	0.318	-1.315	-0.978	0.023	0.486	-0.456	1.371	0.431	1.228	-0.747	-0.04	-0.852	0.364	0.845	0.278	1.205
0.572	0.647	-0.027	0.633	0.996	-0.046	-0.696	-0.276	0.69	-1.252	1.224	0.336	0.921	0.645	1.119	1.249	0.214	0.165	0.149	-0.444	-1.251	0.166	0.314	0.326	-1.315	-1.175	-0.002	0.259	-0.459	1.371	1.249	1.132	-0.351	-0.04	-0.852	0.364	1.23	1.226	0.632
0.603	0.873	0.358	0.529	1.219	-0.25	-0.748	-0.276	0.417	-1.252	-0.439	0.133	1.204	0.863	0.911	1.354	-0.004	0.165	0.527	-0.715	-1.261	0.07	0.314	0.292	-1.314	-1.206	0.049	0.554	-0.456	1.827	0.278	0.884	-0.746	0.476	-0.571	0.364	-0.396	-0.591	0.84
1.071	1.484	0.373	0.114	1.361	0.066	-0.698	-0.319	1.244	-1.252	0.487	0.711	1.052	0.504	0.96	1.562	0.21	-0.366	0.531	-0.906	-0.944	0.318	0.51	0.336	-1.314	-0.982	0.165	0.54	-0.454	1.79	0.579	1.218	-0.572	0.481	-0.557	0.364	-0.03	0.37	0.677
1.302	1.601	0.579	-0.127	1.349	-0.283	-0.707	-0.321	0.952	-1.252	-0.423	0.116	1.277	0.923	1.073	1.562	0.198	-0.366	0.521	-0.477	-0.943	0.056	0.51	0.31	-1.318	-0.66	0.233	0.737	1.637	1.766	0.208	1.321	0.001	0.534	-0.515	0.364	-0.356	-0.221	0.986
1.338	1.428	0.429	-0.177	1.408	-0.261	-0.658	-0.324	1.233	-1.252	0.232	-0.009	1.085	0.751	1.198	1.671	0.406	-0.366	0.535	-0.715	-0.392	0.114	0.133	0.33	-1.316	-0.53	0.066	0.633	2.153	1.962	0.49	1.616	-0.122	0.534	-0.515	0.364	0.35	0.269	0.874
1.503	1.494	0.395	-0.247	1.542	-0.26	-0.623	-0.285	1.372	-1.252	0.212	-0.027	1.233	1.188	1.161	1.696	0.406	-0.366	0.542	-0.245	0.026	-0.146	0.441	0.309	-1.316	-0.438	0.148	0.601	2.145	1.962	-0.134	1.656	-0.011	0.534	-0.402	0.364	0.178	0.232	0.901
1.542	1.323	1.01	-0.181	1.352	-0.39	-0.523	-0.285	1.515	-1.252	0.318	-0.088	1.127	1.699	1.095	1.714	0.53	-0.543	0.526	-0.552	0.493	-0.554	0.872	0.303	-1.315	-0.356	0.325	0.697	2.146	1.775	-0.097	1.635	0.553	0.534	-0.346	0.364	0.581	-0.469	0.829
1.52	1.372	1.21	0.36	1.133	-0.15	-0.325	-0.227	1.518	-1.252	0.165	0.245	1.103	1.411	0.639	1.517	1.019	-0.366	0.532	-0.679	0.777	-0.205	0.51	0.317	-1.314	-0.096	0.05	0.669	2.144	1.39	-0.127	1.538	0.247	0.534	-0.29	0.364	-0.237	-0.509	1.773
1.35	1.479	1.257	0.041	1.212	-0.891	-0.202	-0.132	1.526	-1.252	0.807	-1.418	1.054	1.584	0.293	1.517	1.044	-0.366	0.542	0.176	0.229	-0.478	0.51	0.328	-1.314	-0.243	-0.817	0.743	2.713	1.339	-0.271	1.649	-0.47	0.534	-0.29	0.364	0.55	-0.677	2.441
1.2	1.416	1.055	-0.235	1.174	-0.315	-0.122	-0.0	1.486	-1.252	1.347	-0.172	1.277	1.31	0.162	1.481	1.131	0.077	0.532	0.364	-0.522	-0.349	0.51	0.316	-1.314	-0.53	-1.274	0.581	-2.36	1.554	-0.442	1.692	-0.841	0.534	-0.29	0.364	1.185	-0.006	1.938
0.913	0.921	1.215	-0.461	0.832	-0.242	-0.035	0.13	1.023	-1.252	1.016	0.095	1.582	0.827	0.072	1.507	1.052	-0.366	0.984	0.158	-0.724	-0.016	0.51	0.331	-1.314	-0.594	-1.19	0.438	-1.788	1.622	0.433	1.414	-0.468	0.82	-0.009	0.364	0.745	-0.143	1.208
0.637	0.888	0.739	-0.64	0.529	-0.62	-0.027	0.13	0.213	-1.252	-0.203	-0.843	1.312	1.424	-0.023	1.516	0.78	-0.366	0.981	0.154	-0.524	-1.08	0.51	0.326	-1.314	-0.453	-1.171	0.408	-0.457	1.153	0.11	0.932	-0.151	0.82	-0.009	0.364	0.011	-0.571	0.634
-0.069	-0.324	0.137	-0.801	-0.144	-0.238	-0.059	0.169	-0.335	-1.252	0.057	-0.003	0.289	0.69	-0.09	1.017	0.763	-0.764	0.978	-0.34	-0.828	-0.915	0.51	0.319	-1.314	-0.266	-1.099	0.062	-0.46	0.745	0.591	0.479	0.153	1.107	0.273	0.364	0.198	0.814	-0.257
0.214	0.398	0.979	-0.889	-0.024	-0.867	-0.092	0.16	-0.124	-0.39	-0.693	-1.115	0.687	0.724	-0.057	0.965	0.355	-0.897	0.983	0.125	-0.465	-1.463	0.51	0.304	-0.617	-0.203	-1.23	0.263	-0.436	0.516	-0.005	0.317	0.075	1.107	0.273	0.364	-0.859	-1.19	0.207
0.773	0.585	0.838	-0.819	0.013	-0.211	-0.028	0.149	0.343	-0.39	-0.54	0.024	0.29	0.505	-0.047	0.232	0.544	-0.366	0.981	-0.33	0.073	-1.239	0.51	0.317	-0.048	-0.007	-0.696	0.555	-0.454	-0.244	0.26	0.25	0.018	1.107	0.273	0.364	-0.524	-0.47	0.449
0.923	0.798	1.091	-0.776	0.235	-0.406	0.076	0.191	0.966	-0.39	0.032	-0.247	0.141	0.41	0.365	-0.073	0.544	-0.764	0.979	-0.005	0.146	-1.246	0.353	0.323	-0.048	0.161	-0.911	0.552	-0.441	-0.244	0.153	0.806	-0.734	1.107	0.273	0.364	-0.076	-0.756	0.668
0.786	0.971	0.747	-0.362	0.333	-0.333	0.116	0.191	0.855	-0.39	0.562	-0.375	0.492	0.984	0.602	-0.116	0.938	-0.366	0.984	-0.607	0.905	-1.642	0.133	0.302	-0.049	0.127	-0.342	0.476	-0.457	-0.019	-0.163	0.86	-0.338	1.107	0.273	0.364	-0.004	0.094	1.602
0.719	0.875	0.876	-0.487	0.295	-0.26	0.18	0.285	0.883	-0.39	1.613	-0.084	0.58	0.88	0.537	-0.116	0.958	0.032	0.979	-0.283	-0.044	-1.589	0.51	0.321	-0.186	-0.25	-0.36	0.479	-0.454	0.24	0.322	0.92	0.418	1.107	0.273	0.364	0.989	-0.31	1.516
0.673	0.534	0.976	-0.707	0.088	-0.438	0.269	0.325	0.7	-0.39	0.535	-0.178	0.526	0.062	0.186	0.103	0.997	0.165	0.986	-0.795	-0.044	-0.869	0.51	0.345	-0.322	-0.264	-0.414	0.471	-0.458	0.275	0.268	0.798	0.465	1.107	0.273	0.364	0.779	-0.632	0.57
0.535	0.496	1.084	-0.605	-0.024	-0.653	0.309	0.38	0.6	-0.39	-0.122	-0.637	0.3	0.871	-0.062	0.002	0.897	-0.277	0.987	-0.303	0.143	-1.527	0.51	0.331	-0.322	-0.056	-0.06	0.395	-0.453	-0.159	-0.172	0.731	0.181	1.107	0.273	0.364	-0.093	-1.121	0.388
0.293	0.162	0.668	-0.451	-0.105	-0.065	0.33	0.421	0.309	-0.39	-0.507	0.299	0.171	0.988	0.207	-0.199	0.848	-0.366	0.985	-0.552	0.146	-1.602	0.661	0.331	-0.049	0.189	0.239	0.389	0.661	-0.397	0.031	0.659	0.696	1.107	0.273	0.364	-0.552	-0.055	0.316
0.88	0.379	0.828	-0.313	-0.199	-0.245	0.325	0.421	0.833	-0.39	-0.601	0.016	-0.047	0.306	0.603	-0.559	0.771	-0.366	0.985	-0.825	0.39	-0.994	0.872	0.334	-0.049	0.243	0.187	0.597	0.657	-0.408	-0.113	0.693	0.596	1.107	0.273	0.364	-0.576	-0.243	1.021
0.715	0.625	0.944	-0.403	0.383	0.057	0.344	0.467	1.348	-5.562	1.194	0.967	0.033	0.217	0.776	-0.471	1.01	-0.277	-3.58	-0.919	-0.268	-0.717	0.314	-5.523	-0.049	-0.014	0.586	0.506	0.743	-0.412	-0.331	1.161	-0.524	-1.282	-1.626	-1.596	0.301	0.388	1.738
-1.492	-2.066	-0.254	-1.207	-1.369	-0.538	-0.063	0.412	-1.116	-2.976	0.206	-0.803	-1.607	0.393	0.256	0.14	-0.044	0.607	0.991	-0.042	-1.148	-1.389	0.396	1.265	-0.186	-0.295	-0.815	0.113	0.569	0.621	0.3	-0.831	0.973	-1.76	0.273	-1.269	1.616	0.545	-2.539
0.36	0.083	0.661	-1.012	0.003	-0.729	-0.083	0.412	0.346	-0.39	-2.107	-1.107	0.679	0.922	0.01	0.636	-0.039	-0.897	0.986	-0.216	0.054	-1.853	0.51	1.265	-0.459	-0.063	-0.591	0.41	0.502	0.788	0.728	-0.116	0.223	-1.76	0.273	1.017	-1.71	-1.042	-0.66
0.681	0.131	1.187	-0.555	-0.189	-0.995	0.107	0.268	0.498	-0.39	-2.08	-1.221	0.455	0.448	0.354	0.494	0.01	-0.897	0.986	-0.217	0.214	-1.235	0.51	1.318	-0.46	0.306	-0.636	0.368	-0.448	0.641	0.273	0.069	0.75	1.107	0.273	1.671	-2.517	-1.527	0.667
0.243	0.144	0.685	-0.01	-0.111	-0.212	0.174	0.336	0.124	-0.39	-0.727	0.062	0.201	1.003	0.399	0.295	0.51	-0.366	0.976	-0.575	0.479	-1.823	0.51	1.318	-0.045	0.301	-0.461	0.332	-0.454	-0.328	0.032	0.227	0.232	1.107	0.273	1.671	-0.67	-0.61	0.552
0.145	0.149	0.588	0.141	-0.341	-0.079	0.279	0.342	0.226	-0.39	0.916	0.327	-0.074	-0.069	0.174	-0.37	0.529	-0.056	0.984	-0.654	0.134	-0.831	0.872	1.336	0.07	-0.016	-0.436	0.284	-0.453	-0.517	0.282	0.227	0.588	1.107	0.273	1.671	0.36	0.025	0.955
0.345	0.166	0.86	0.157	-0.36	-0.665	0.26	0.373	0.402	-0.39	0.751	-0.773	-0.221	0.816	-0.029	-0.37	0.391	0.165	0.98	-0.559	0.134	-1.646	0.64	1.334	0.247	-0.339	-0.244	0.345	-0.455	-0.591	0.626	0.384	-0.043	1.107	0.273	1.671	0.806	-1.26	0.592
0.538	0.273	0.716	0.085	-0.533	-0.086	0.336	0.373	0.637	-0.39	-0.029	0.337	-0.499	-0.109	-0.037	-0.751	0.576	0.165	0.624	-0.538	-0.148	-0.848	0.314	1.296	0.512	-0.277	-0.027	0.423	-0.451	-0.945	0.242	0.205	-0.253	1.107	0.273	1.671	-0.134	-0.426	0.55
0.617	0.266	1.214	0.069	-0.024	-0.335	0.348	0.397	0.687	-0.39	-0.428	-0.185	-0.373	0.82	0.004	-0.923	0.728	0.165	0.543	-0.644	-0.173	-1.653	0.51	1.317	0.512	-0.159	0.141	0.513	0.423	-0.945	-0.294	0.499	-0.014	0.82	-0.29	1.671	-0.363	-1.182	0.792
0.458	0.226	0.887	0.157	-0.155	-0.124	0.458	0.456	0.648	-0.39	0.396	0.282	-0.431	0.328	-0.168	-0.923	0.961	0.165	0.518	-1.141	-0.334	-1.106	0.51	1.317	0.513	0.009	0.385	0.367	0.726	-0.698	0.169	0.325	0.405	0.581	-0.29	1.671	-0.072	-0.175	0.858
0.266	0.228	0.662	-0.376	-0.019	-0.068	0.401	0.461	0.385	-0.39	0.275	0.289	-0.065	0.728	-0.263	-0.867	0.72	0.165	0.523	-1.113	-0.702	-1.438	0.314	1.322	0.512	-0.091	0.463	0.446	0.813	-0.687	0.068	0.491	0.275	0.534	-0.29	1.671	0.056	-0.272	0.555
0.543	0.484	0.596	-0.321	-0.062	-0.152	0.411	0.448	0.722	-0.39	0.143	0.164	-0.077	-0.04	-0.261	-0.772	0.633	0.165	0.532	-0.502	-0.702	-0.973	0.314	1.329	0.511	-0.14	-0.091	0.457	0.81	-0.456	0.397	0.757	0.679	0.534	-0.29	1.671	0.101	-0.058	0.227
0.666	0.361	0.907	0.025	-0.153	0.164	0.379	0.448	0.828	-0.39	-0.405	0.835	-0.1	0.527	-0.194	-0.74	0.692	0.165	0.532	-0.489	-0.389	-1.37	0.314	1.332	0.515	-0.082	-0.325	0.457	0.652	-0.495	0.642	0.641	0.457	0.534	-0.29	1.671	-0.372	-1.161	0.362
0.56	0.367	0.983	0.166	-0.107	-0.141	0.458	0.423	0.708	-0.39	-0.155	0.226	-0.198	0.111	0.37	-0.655	0.699	0.165	0.532	-0.656	-0.037	-0.952	0.51	1.335	0.515	0.106	-0.174	0.51	0.65	-0.503	0.324	0.545	0.479	0.534	-0.29	1.671	-0.434	-0.638	0.459
0.683	0.559	0.92	0.014	-0.049	-0.144	0.47	0.47	0.838	-0.39	0.274	0.308	-0.144	-0.123	0.5	-0.655	0.858	0.165	0.526	-0.485	-0.037	-0.821	0.51	1.333	0.511	0.144	-0.579	0.484	-0.116	-0.608	0.524	0.77	0.395	0.534	-0.29	1.671	0.025	-0.489	0.572
0.748	0.433	1.107	0.142	0.063	-0.343	0.457	0.474	0.928	-0.39	-0.137	0.064	-0.079	0.644	0.733	-0.563	0.829	0.165	0.534	-0.688	0.137	-1.388	1.445	1.326	0.513	0.183	-0.239	0.461	-0.45	-0.373	0.744	0.78	0.983	0.534	-0.29	1.671	0.14	-1.198	0.582
0.649	0.501	1.251	0.241	-0.018	-0.13	0.565	0.513	0.851	-0.39	-0.218	0.288	0.119	0.669	0.855	-0.414	0.89	0.165	0.532	-1.039	0.287	-1.305	1.056	1.325	0.512	0.232	0.005	0.52	-0.458	-0.373	0.374	0.751	0.805	0.534	-0.29	1.671	-0.228	-0.873	1.074
0.588	0.402	0.929	0.133	0.103	-0.024	0.562	0.513	0.892	-0.39	0.666	0.408	0.06	0.689	0.897	-0.365	1.012	0.165	0.52	-1.02	0.152	-1.363	0.51	1.332	0.516	0.182	0.103	0.502	-0.45	-0.27	0.254	0.79	0.597	0.534	-0.29	1.671	0.694	-0.467	0.601
0.709	0.723	0.899	0.304	0.237	-0.12	0.578	0.562	1.018	-0.39	0.026	0.341	0.114	-0.223	1.061	-0.233	1.027	0.165	0.529	-0.444	0.279	-0.685	0.872	1.331	0.512	0.107	-0.223	0.561	-0.452	-0.176	1.34	0.877	1.208	0.534	-0.29	1.671	-0.263	-0.552	1.152
0.835	0.679	0.669	0.499	0.338	-0.203	0.486	0.559	1.004	-0.39	0.538	0.121	0.195	1.021	1.05	-0.233	0.956	0.165	0.534	-0.855	0.092	-1.726	0.872	1.308	0.513	-0.087	0.076	0.531	0.423	-0.11	0.494	0.908	1.224	0.534	-0.29	1.671	0.534	-0.336	0.948
0.892	0.689	1.298	0.541	0.136	-0.204	0.544	0.559	0.792	-0.39	-0.083	0.37	0.21	0.747	1.083	0.062	0.903	0.165	0.527	-1.097	-0.101	-1.115	1.068	1.289	0.513	-0.161	0.647	0.582	0.421	0.043	-0.142	0.673	1.259	0.534	-0.29	1.671	-0.042	-1.188	1.133
0.867	0.975	1.087	0.218	0.877	-0.109	0.581	0.584	1.341	-0.39	0.629	0.563	0.301	0.794	1.257	0.075	1.093	0.165	0.991	-1.044	-0.603	-1.189	0.987	1.299	0.513	-0.207	0.67	0.62	0.539	-0.027	-0.196	1.207	0.295	0.82	0.273	1.671	0.205	-0.145	1.587
0.9	1.266	0.908	-0.016	1.218	-0.251	0.585	0.584	1.183	-0.39	1.142	0.131	0.776	0.574	1.292	0.079	1.052	0.165	0.988	-0.644	-0.848	-1.022	0.872	1.3	-0.706	-0.43	0.399	0.703	0.581	0.4	-0.275	1.237	-0.098	0.82	0.273	1.671	0.838	-0.146	1.331
1.215	1.403	0.943	0.01	1.179	-0.318	0.595	0.625	1.922	-0.39	0.264	-0.022	0.89	0.505	1.203	0.75	1.138	-0.366	0.978	-0.825	-0.791	-1.009	1.068	1.306	-1.313	-0.474	0.279	0.738	0.58	1.383	-0.037	1.724	-0.236	1.107	0.273	1.671	0.088	-0.035	1.422
1.625	1.458	1.222	-0.043	1.253	-0.278	0.609	0.638	2.14	-0.39	0.09	0.076	1.105	0.823	1.257	0.75	1.254	-0.366	0.99	-0.864	-0.783	-1.339	1.068	1.31	-1.315	-0.355	0.176	0.925	0.585	1.67	-0.157	1.746	0.747	1.107	0.273	1.671	-0.025	-0.801	1.405
1.764	1.541	1.386	0.055	1.271	-0.851	0.697	0.64	2.245	-0.39	0.398	-1.253	1.379	1.007	1.387	1.602	1.545	-0.72	0.983	-0.61	-0.105	-1.449	0.51	1.311	-1.317	-0.177	0.062	0.857	0.579	1.766	0.236	1.818	-0.136	1.107	0.273	1.671	0.177	-0.983	1.57
1.563	0.778	1.931	0.233	0.762	-0.334	0.825	0.726	1.465	-0.39	0.407	0.06	1.607	0.81	1.311	1.919	1.602	-0.366	0.978	-0.656	0.22	-1.152	0.661	1.309	-1.315	0.014	0.267	0.668	0.583	1.822	0.867	1.315	0.73	1.107	0.273	1.671	0.365	-1.11	1.493
1.026	0.898	1.271	0.306	0.643	-0.345	0.873	0.726	1.45	-0.39	0.57	-0.246	1.081	1.46	1.086	1.919	1.717	-0.366	0.978	-0.286	0.22	-1.993	0.872	1.309	-1.313	0.084	0.053	0.572	0.577	1.151	0.647	1.262	1.138	1.107	0.273	1.671	0.888	-0.925	1.182
0.607	0.198	1.662	0.338	-0.119	-0.873	0.968	0.779	0.493	-0.39	0.605	-1.049	0.833	0.941	0.819	1.258	1.535	-0.366	0.987	-0.782	0.216	-1.345	0.872	1.299	-0.462	0.188	-0.009	0.387	0.577	0.574	0.394	0.924	0.125	1.107	0.273	1.671	0.801	-1.83	0.681
0.079	0.147	1.273	0.302	-0.824	-0.05	0.99	0.842	0.516	-0.39	0.186	0.474	-0.649	1.269	0.913	0.072	1.435	-0.366	0.982	-0.751	0.02	-1.434	0.872	1.31	0.235	0.327	0.513	0.512	0.653	-0.74	-0.067	0.478	-0.37	1.107	0.273	1.671	0.238	-0.902	0.258
-0.817	-0.632	0.392	0.377	-0.508	-0.154	0.861	0.847	-0.212	-0.39	-0.197	0.102	-0.575	1.032	1.165	-0.662	1.233	-0.366	0.985	-0.302	-0.23	-1.343	0.872	1.329	0.237	0.444	-0.03	0.175	0.812	-1.004	2.01	0.494	1.084	1.107	0.273	1.671	0.201	0.447	-0.816
-0.233	-0.303	0.964	0.398	-1.014	-0.061	0.8	0.827	0.439	-0.39	-0.852	0.391	-0.725	0.934	1.354	-0.662	0.875	-0.366	0.997	-0.231	-0.223	-1.331	0.954	1.311	0.233	0.478	-0.111	0.42	-1.183	-0.919	0.298	0.281	0.49	1.107	0.273	1.671	-1.127	-1.3	-0.042
-0.124	-0.103	0.959	0.467	-1.144	-0.167	0.828	0.827	0.797	-0.39	-0.301	0.318	-1.162	0.941	1.414	-1.051	0.962	-0.366	-0.786	-0.196	0.099	-1.164	1.068	0.335	0.234	0.574	0.474	0.515	-2.297	-1.171	0.03	0.305	-0.114	-0.781	-2.352	1.616	-0.364	-1.041	0.244
-0.541	0.205	0.523	0.462	-0.82	-0.122	0.782	0.829	0.378	-0.39	0.327	0.35	-0.523	0.338	1.506	-1.155	0.909	-0.366	0.071	-0.908	0.087	-0.632	0.51	0.34	0.234	0.554	0.209	0.3	-0.456	-1.171	0.256	0.496	0.919	-2.334	-0.852	1.017	0.166	0.278	-0.005
-0.395	-0.007	0.289	0.458	-0.337	-0.125	0.601	0.79	-0.137	-0.39	-0.34	0.215	-0.393	0.919	1.545	-1.26	0.621	-0.366	0.293	-1.177	0.038	-1.181	0.51	0.33	0.233	0.287	0.408	0.301	-0.455	-1.041	-0.086	0.32	-0.191	-0.422	-0.852	0.364	-0.274	0.06	-0.003
0.4	0.397	0.674	0.503	-0.067	-0.047	0.53	0.787	0.365	-0.39	-0.501	0.328	-0.317	0.013	1.53	-0.952	0.528	-0.366	0.352	-0.755	0.042	-0.495	0.51	0.331	0.234	0.118	0.187	0.519	-0.458	-0.882	0.593	0.506	0.244	0.113	-0.627	0.364	-0.619	-0.338	0.385
1.155	0.751	0.673	0.868	0.306	-0.105	0.417	0.728	1.103	-0.39	-0.219	0.182	-0.311	0.263	1.507	-0.797	0.528	-0.366	0.428	-1.615	0.658	-0.728	0.51	0.384	-0.023	-0.067	0.163	0.662	-0.46	-0.723	1.061	0.723	1.51	0.288	-0.534	0.364	-0.373	-0.233	1.002
